id,zipcode,floors,housetype,garage,lotarea,livingarea,Nbathroom,yearbuilt,yrremodeled,yearsale,monthsale,price
3655,27119,2,Town,,1020,1523,3,1969,,2004,10,251500
3656,27137,2,Cottage,198,2874,2710,2,1988,,2004,8,643000
3657,27127,1,Bungalow,,649,501,1,1976,,1996,4,66000
3658,27134,2,Farm,,862,1117,2,1989,,2002,7,184500
3659,27131,3,Detached,211,1639,2937,3,1983,,1995,1,563000
3660,27137,2,Detached,,1221,1586,1,1965,1979,1998,3,253500
3661,27115,2,Cottage,366,2503,3176,1,1983,,2004,12,799500
3662,27133,2,Detached,265,2411,2166,1,1988,,1995,11,553000
3663,27134,2,Town,,786,1180,1,1967,,2001,7,131500
3664,27133,2,Town,,700,1129,2,1982,,2003,12,154500
3665,27133,1,Bungalow,318,2432,1359,1,1962,,1995,8,264000
3666,27134,2,Cottage,,677,1107,1,1963,1984,2001,7,132500
3667,27121,2,Detached,269,2376,1818,2,1962,1975,1999,1,408500
3668,27127,1,Bungalow,,707,507,1,1985,,1995,8,82000
3669,27115,1,Bungalow,289,2187,892,1,1960,1986,1997,10,298500
3670,27127,1,Bungalow,,1179,835,1,1965,1983,2002,3,119500
3671,27137,2,Detached,,1557,1576,3,1985,,2000,2,366500
3672,27131,1,Bungalow,,896,544,1,1973,,1996,9,116000
3673,27137,3,Detached,322,2655,4402,3,1973,,2000,3,695500
3674,27121,1,Bungalow,221,2617,1403,1,1977,,2000,12,422500
3675,27133,1,Bungalow,,1570,1179,1,1974,,2000,9,168500
3676,27121,2,Farm,391,3595,3266,2,1962,1979,2002,2,670000
3677,27127,1,Bungalow,,879,663,1,1979,,1998,8,91000
3678,27137,2,Detached,286,2002,2585,2,1975,,2004,5,470500
3679,27127,2,Cottage,,1620,2175,2,1964,,2004,3,216000
3680,27115,2,Town,413,3774,2782,2,1980,,2001,3,839000
3681,27133,2,Ranch,,616,1019,2,1970,,2004,2,113000
3682,27119,2,Detached,,1088,1587,2,1962,1976,2000,3,253000
3683,27131,2,Detached,,1648,1808,2,1974,,1997,6,334500
3684,27134,2,Town,277,2103,2766,2,1965,1985,1998,6,471000
3685,27133,2,Detached,274,2622,2507,2,1977,,1996,9,502000
3686,27137,1,Bungalow,221,3020,1392,1,1964,1989,2002,9,375500
3687,27127,2,Farm,,798,1179,2,1973,,2002,1,136500
3688,27119,3,Detached,217,2011,2907,3,1974,,2000,5,479500
3689,27119,2,Detached,210,2550,2786,2,1972,,1999,5,513000
3690,27134,2,Detached,,1097,1553,2,1964,,2002,4,158500
3691,27127,2,Farm,,645,1025,2,1964,1985,1995,8,108000
3692,27133,2,Cottage,,987,1474,2,1971,1989,2003,12,210000
3693,27133,1,Bungalow,,1119,855,1,1975,,2000,4,128500
3694,27133,2,Town,220,2287,2696,2,1964,1979,1995,10,453500
3695,27131,2,Cottage,248,2382,2199,2,1961,,1996,5,351000
3696,27137,2,Ranch,192,1930,2558,2,1987,,1996,2,533000
3697,27131,1,Bungalow,,1280,805,1,1970,,1997,6,172500
3698,27119,2,Detached,,1377,1782,3,1960,,1997,12,261000
3699,27133,2,Town,,1612,2345,1,1981,,2004,7,327000
3700,27133,2,Ranch,220,2898,2614,2,1981,,1995,6,572000
3701,27115,2,Ranch,495,3888,3198,3,1970,,1999,1,782000
3702,27133,2,Detached,200,1838,1627,2,1985,,1996,1,419500
3703,27134,2,Cottage,,1740,1909,3,1967,,1997,4,270500
3704,27134,3,Town,,779,1735,3,1981,,1996,9,281000
3705,27119,2,Cottage,209,2014,2812,2,1968,,1996,5,429000
3706,27127,2,Farm,,994,1561,2,1974,,2001,5,179500
3707,27131,2,Town,,1986,2205,3,1964,,1997,9,369000
3708,27119,2,Farm,,1017,1241,2,1971,,2000,3,211500
3709,27137,3,Cottage,,1091,1704,3,1970,,1999,9,290500
3710,27133,2,Detached,213,1853,1792,2,1965,1982,1997,3,341500
3711,27137,2,Detached,,925,1387,3,1987,,2001,3,319000
3712,27134,2,Town,,1241,2054,2,1977,,2000,4,239000
3713,27119,2,Town,,1697,2604,2,1985,,2001,2,542500
3714,27133,1,Bungalow,,1242,936,1,1968,1987,2004,1,142500
3715,27119,1,Bungalow,,802,620,1,1969,,2000,12,123000
3716,27134,2,Town,,1208,1705,1,1964,1980,2001,4,199000
3717,27127,2,Cottage,,1347,2047,2,1970,,2003,8,216500
3718,27137,3,Detached,,1999,3225,3,1976,,1995,5,571000
3719,27115,2,Detached,239,1810,1869,2,1963,,1999,12,374000
3720,27137,1,Bungalow,,1465,970,1,1968,,1997,2,201000
3721,27121,1,Bungalow,279,2967,1198,1,1978,,1998,5,371000
3722,27133,1,Bungalow,,1900,934,1,1969,1981,1998,4,259500
3723,27115,3,Detached,325,2299,2916,3,1967,,1995,2,529500
3724,27119,3,Detached,,2568,4394,3,1967,,1995,6,609000
3725,27137,3,Detached,222,2183,4465,3,1968,,2003,4,653000
3726,27134,1,Bungalow,,1615,1046,1,1965,1986,1997,8,207000
3727,27134,2,Ranch,,1837,2084,2,1985,,1995,8,386000
3728,27119,2,Detached,,1228,1852,2,1976,,2003,6,365500
3729,27137,2,Farm,,986,1028,3,1986,,2002,5,223000
3730,27131,2,Town,,789,1123,2,1964,,2004,1,184000
3731,27121,3,Cottage,,1210,2516,3,1971,,2001,7,453500
3732,27133,2,Detached,,769,1055,2,1989,,2000,4,174000
3733,27115,2,Detached,376,3018,2450,3,1972,,2001,1,646000
3734,27133,2,Farm,,1185,1631,1,1969,,2001,1,187500
3735,27134,2,Farm,,1507,2290,2,1970,,2004,6,252500
3736,27127,2,Farm,,662,1070,2,1989,,2001,5,157500
3737,27119,2,Cottage,,1830,2623,1,1986,,2000,4,593000
3738,27133,2,Detached,,1779,2399,2,1975,1988,2000,10,333500
3739,27133,2,Cottage,,1199,1872,1,1984,,2004,6,272500
3740,27137,2,Cottage,205,2408,2459,2,1988,,1996,11,594500
3741,27134,1,Bungalow,,1187,900,1,1985,,2000,11,158500
3742,27131,2,Cottage,,1183,1368,3,1965,,2000,11,216000
3743,27127,2,Farm,,1146,1806,1,1966,1982,1998,8,201500
3744,27131,2,Detached,225,2297,2274,2,1985,,1995,4,491000
3745,27134,1,Bungalow,194,1757,1047,1,1973,1988,1996,8,240000
3746,27115,2,Cottage,224,3088,2587,2,1970,,1998,6,595000
3747,27131,3,Cottage,250,1918,3980,3,1972,,2004,12,643500
3748,27133,2,Detached,,1390,1789,2,1960,1976,1998,12,329000
3749,27115,2,Town,325,2276,2382,3,1988,,1996,12,796500
3750,27127,2,Detached,,1055,1795,2,1982,,1998,2,223000
3751,27137,2,Cottage,290,2859,2589,2,1965,,1998,11,453500
3752,27121,3,Ranch,361,3239,4400,3,1984,,1995,9,1011000
3753,27134,2,Ranch,,788,1275,2,1979,,1996,8,215500
3754,27133,3,Detached,373,3247,4386,3,1980,,1996,4,890000
3755,27115,2,Detached,,2217,2149,2,1976,,1995,6,510500
3756,27121,2,Ranch,213,1785,2030,2,1987,,2001,2,523500
3757,27115,3,Cottage,209,2832,4158,3,1969,,1996,8,804500
3758,27133,2,Cottage,,704,1025,2,1974,,1995,5,195000
3759,27134,2,Detached,,1687,2235,2,1982,,1995,6,406000
3760,27133,2,Farm,,818,1102,3,1987,,1997,4,256500
3761,27121,3,Detached,,1662,2265,3,1976,,2001,8,470500
3762,27119,2,Detached,194,1510,2103,3,1960,,1999,6,290000
3763,27137,2,Detached,341,2832,2975,2,1978,,2000,10,617000
3764,27134,2,Detached,198,2758,2753,1,1979,,1999,7,521000
3765,27133,2,Town,,1374,1959,2,1978,,2002,9,257500
3766,27127,2,Farm,,996,1427,2,1987,,2000,10,196000
3767,27134,1,Bungalow,206,1773,1240,1,1971,,1996,3,217500
3768,27115,2,Detached,500,2581,3059,2,1989,,1996,4,959500
3769,27121,2,Detached,,2022,2281,2,1972,,2003,12,526000
3770,27119,2,Detached,,1487,1889,1,1986,,1998,4,445000
3771,27115,2,Detached,259,2168,1874,2,1963,1989,1995,3,522500
3772,27121,2,Town,232,1842,2483,2,1979,,1996,3,579500
3773,27134,2,Detached,,1881,2214,3,1963,1989,1997,2,343500
3774,27131,3,Detached,,2092,3213,3,1984,,2003,2,699000
3775,27133,2,Detached,279,2403,2407,3,1984,,1996,10,539500
3776,27119,2,Detached,,898,1218,3,1980,,2002,4,248000
3777,27131,2,Cottage,,1045,1226,2,1981,,2002,6,242500
3778,27133,1,Bungalow,,1090,781,1,1973,,2003,1,109500
3779,27133,1,Bungalow,,1108,827,1,1985,,2002,5,141000
3780,27133,1,Bungalow,,1312,976,1,1980,,2004,2,160000
3781,27115,2,Cottage,326,2350,2593,2,1985,,2000,1,739500
3782,27121,2,Cottage,294,2999,2934,2,1965,1985,1999,1,635500
3783,27133,1,Bungalow,,992,805,1,1973,,2001,10,117000
3784,27137,2,Cottage,,1950,2275,2,1988,,2003,4,496500
3785,27137,3,Ranch,239,2266,3846,3,1985,,1995,2,750500
3786,27127,2,Farm,,1524,2277,2,1988,,2000,12,313000
3787,27133,2,Cottage,,1178,1825,1,1969,,2003,7,198500
3788,27137,2,Detached,,1568,1556,2,1964,,1997,6,246500
3789,27137,1,Bungalow,,2033,1124,1,1984,,1995,12,302500
3790,27131,2,Farm,,1380,1996,2,1983,,1997,3,398000
3791,27119,3,Cottage,,1446,2990,3,1966,1981,2002,11,487500
3792,27127,2,Cottage,,1367,2031,2,1967,,1995,6,187000
3793,27133,2,Farm,,1478,1926,2,1975,1989,2003,9,270000
3794,27134,2,Detached,,1564,1738,2,1974,,1995,6,287000
3795,27119,2,Farm,283,1821,2468,2,1986,,1998,2,500500
3796,27131,1,Bungalow,,1497,734,1,1960,1974,2002,12,168500
3797,27119,2,Detached,,1219,1539,1,1968,,1996,7,250000
3798,27134,2,Farm,,1769,2330,2,1966,,1997,3,329500
3799,27131,2,Cottage,,1360,1602,2,1986,,2004,12,378000
3800,27133,3,Detached,246,2118,3390,3,1976,,1997,1,636500
3801,27131,3,Detached,,961,1541,3,1970,,1999,12,247000
3802,27127,2,Detached,,882,1323,2,1981,,1995,6,162500
3803,27137,2,Detached,,1469,1779,2,1972,1988,2004,3,346500
3804,27137,1,Bungalow,249,2490,1251,1,1962,,1999,9,251000
3805,27134,2,Detached,,791,1117,2,1971,,1996,4,153500
3806,27119,1,Bungalow,269,2393,1372,1,1963,1977,1997,1,287500
3807,27137,2,Detached,,1361,1575,1,1973,,2003,9,306500
3808,27121,2,Detached,,1403,1771,2,1962,1978,1995,5,313500
3809,27134,2,Town,,944,1135,2,1985,,1998,11,230000
3810,27137,3,Cottage,,1696,2933,3,1963,1980,1998,9,439000
3811,27137,2,Detached,,986,1109,2,1966,,1997,10,172500
3812,27127,2,Farm,,917,1508,2,1984,,1996,11,188500
3813,27115,2,Detached,458,3395,3350,2,1967,,2002,11,788500
3814,27137,2,Town,312,2171,2643,2,1975,,1999,9,515500
3815,27115,2,Town,343,3003,2206,2,1970,,2001,4,603000
3816,27137,2,Detached,,1126,1733,2,1965,,1997,10,255500
3817,27137,3,Detached,,1650,3151,3,1986,,2004,6,626000
3818,27134,1,Bungalow,,798,635,1,1986,,2000,1,113000
3819,27121,1,Bungalow,327,2781,1182,1,1964,,2001,9,350500
3820,27134,2,Town,,1349,2062,2,1981,,1998,7,365000
3821,27131,2,Town,205,2667,2941,2,1965,1985,1996,8,582500
3822,27133,2,Cottage,,1068,1053,2,1975,,1997,10,211500
3823,27127,2,Farm,,877,1320,1,1968,1985,1997,4,141000
3824,27137,2,Cottage,,2115,2318,2,1966,,1996,5,387500
3825,27131,2,Town,,819,1171,1,1984,,1999,4,230500
3826,27137,3,Detached,293,2320,3769,3,1977,,2001,9,692000
3827,27134,1,Bungalow,,1022,812,1,1969,,2000,7,111500
3828,27133,2,Detached,,1459,2235,2,1989,,1998,7,545500
3829,27133,2,Cottage,261,2263,2401,2,1986,,1998,6,588500
3830,27119,2,Detached,,1363,2173,2,1967,1980,2000,4,395500
3831,27121,2,Farm,231,2768,2834,2,1987,,2002,9,833500
3832,27131,3,Detached,319,2687,4044,3,1988,,1998,1,909500
3833,27131,3,Town,,1359,2604,3,1984,,2000,5,526000
3834,27121,2,Detached,,1158,1186,2,1983,,2002,10,327500
3835,27119,2,Cottage,,1095,1245,2,1978,,2004,7,240000
3836,27121,3,Detached,309,3765,4527,3,1965,1987,2002,10,961500
3837,27115,2,Detached,,992,1077,3,1961,,2004,3,218000
3838,27127,2,Cottage,,1139,1542,1,1989,,2001,12,234000
3839,27127,2,Cottage,,772,1066,2,1970,,2003,7,112000
3840,27119,2,Ranch,,922,1317,2,1973,,1997,6,221500
3841,27134,1,Bungalow,,1457,1135,1,1961,1987,2004,1,170500
3842,27134,1,Bungalow,,1425,872,1,1976,,1997,1,174500
3843,27131,3,Detached,222,1837,3701,3,1980,,1998,9,641500
3844,27137,1,Bungalow,276,2987,1473,1,1989,,1997,2,471500
3845,27133,2,Farm,240,2116,1989,3,1961,1985,1995,6,412500
3846,27137,2,Cottage,233,1830,1994,2,1984,,1995,10,472500
3847,27133,2,Cottage,,1381,1797,1,1963,,2000,4,187500
3848,27119,3,Town,,1206,1802,3,1980,,2002,8,358500
3849,27115,1,Bungalow,,1026,599,1,1976,,2002,6,189000
3850,27137,2,Detached,,946,1343,1,1962,1982,2002,6,226000
3851,27131,2,Farm,227,2927,2874,3,1985,,2003,1,656500
3852,27134,2,Cottage,,1476,1945,2,1962,1983,2001,5,244500
3853,27119,1,Bungalow,,1963,970,1,1971,1984,1995,3,245000
3854,27121,3,Detached,331,3082,3704,3,1986,,2003,12,1056500
3855,27137,3,Detached,,1638,3278,3,1966,,2002,3,493000
3856,27137,3,Detached,,1442,2577,3,1965,,1995,8,361000
3857,27127,2,Farm,,1491,2064,2,1979,,1997,10,236000
3858,27137,2,Detached,,1031,1188,2,1982,,2001,7,259000
3859,27137,2,Detached,,2189,2586,2,1977,,2002,10,476500
3860,27137,3,Detached,,2924,4451,3,1976,,2003,11,835500
3861,27137,2,Cottage,,1624,1696,1,1965,,1995,11,291500
3862,27134,2,Detached,,1969,2409,2,1975,,1995,11,395500
3863,27137,2,Detached,208,2174,2116,2,1972,,2000,6,398500
3864,27137,1,Bungalow,,1440,867,1,1965,,1998,7,167500
3865,27119,2,Cottage,,1358,1646,2,1982,,2002,9,335000
3866,27127,2,Detached,,1194,1918,1,1964,1982,1998,2,191500
3867,27137,2,Town,,1336,1759,1,1964,1986,2000,6,312500
3868,27131,2,Cottage,,1495,2306,1,1986,,1999,2,495500
3869,27119,1,Bungalow,259,2239,1459,1,1986,,1996,2,406500
3870,27115,3,Ranch,458,3596,4722,3,1962,1978,1998,2,1058000
3871,27119,3,Detached,,1186,1887,3,1977,,1996,3,345500
3872,27119,2,Detached,273,2915,2741,2,1968,,2002,3,492500
3873,27134,2,Detached,,1391,2162,1,1966,,2004,3,237500
3874,27134,1,Bungalow,,2418,1370,1,1964,1980,1996,12,271500
3875,27131,2,Town,,1718,1832,3,1964,,2002,12,312000
3876,27134,2,Cottage,,1148,1511,2,1977,,1996,5,240500
3877,27115,2,Detached,256,1472,1694,3,1974,,1999,3,416000
3878,27134,1,Bungalow,,963,704,1,1978,,2000,1,105000
3879,27131,2,Town,231,1740,2234,2,1976,,2001,2,421000
3880,27133,3,Detached,231,2031,3888,3,1983,,1998,2,834000
3881,27134,2,Ranch,,1179,1948,2,1978,,2002,4,240500
3882,27133,3,Cottage,,742,1610,3,1966,,1999,5,230000
3883,27131,1,Bungalow,197,1719,998,1,1972,,1995,3,229500
3884,27131,1,Bungalow,,1339,728,1,1970,,1998,3,162500
3885,27119,2,Town,,1502,2078,2,1984,,2000,2,399500
3886,27121,1,Bungalow,,1286,817,1,1964,1986,1995,6,203500
3887,27131,2,Detached,,1020,1339,2,1976,,2003,6,256000
3888,27119,3,Cottage,,880,2066,3,1984,,1998,10,409000
3889,27134,3,Detached,,788,1885,3,1983,,1996,9,324000
3890,27133,1,Bungalow,,834,649,1,1966,1986,2001,3,91000
3891,27131,1,Bungalow,256,2215,1345,1,1987,,1996,7,379000
3892,27133,2,Town,,1174,1939,2,1989,,2001,12,294000
3893,27137,1,Bungalow,,949,571,1,1960,,1996,4,111500
3894,27127,2,Detached,,701,1161,2,1980,,1995,6,141000
3895,27134,2,Cottage,,1006,1493,2,1975,,2003,10,195500
3896,27137,2,Farm,252,2756,2863,3,1983,,1997,8,595500
3897,27119,2,Detached,234,1904,2449,3,1965,1978,2003,10,460000
3898,27119,3,Town,193,2393,4389,3,1979,,1995,12,824000
3899,27134,2,Detached,,1031,1303,3,1966,1988,1995,10,221500
3900,27119,1,Bungalow,,1451,869,1,1986,,2004,3,261000
3901,27137,3,Detached,,1299,2274,3,1989,,2002,9,477500
3902,27121,2,Detached,265,2141,2684,2,1984,,1998,6,612500
3903,27137,2,Town,,1160,1766,2,1982,,1998,10,342000
3904,27115,2,Detached,402,4722,3493,1,1986,,2003,12,1142000
3905,27134,2,Town,,867,1339,2,1964,1988,2000,8,166500
3906,27134,2,Detached,,1229,2045,2,1976,,2001,10,254500
3907,27127,1,Bungalow,,644,540,1,1987,,2001,10,92000
3908,27131,3,Detached,,997,2250,3,1983,,2000,1,413000
3909,27134,2,Detached,,1111,1836,2,1972,,2003,6,207000
3910,27115,3,Detached,269,2894,4448,3,1960,1976,1998,4,870500
3911,27131,3,Town,258,2732,4122,3,1974,,2000,12,716500
3912,27133,2,Town,,1331,2255,2,1965,,1999,9,232000
3913,27133,3,Cottage,272,2039,4024,3,1976,1989,1999,2,834000
3914,27133,2,Detached,,1559,2417,2,1982,,1998,12,527000
3915,27115,2,Detached,,1100,1264,1,1971,,1996,6,268000
3916,27134,2,Town,,1061,1598,1,1964,1987,1996,9,238500
3917,27133,2,Town,,1512,2057,2,1968,,1999,12,223500
3918,27133,2,Cottage,,1142,1575,2,1983,,2000,5,227500
3919,27127,2,Farm,,821,1233,2,1988,,2001,9,179500
3920,27127,2,Farm,,1273,2117,1,1976,,2004,9,249500
3921,27131,2,Cottage,,1157,1584,2,1962,1980,2000,3,280500
3922,27119,1,Bungalow,250,1865,1130,1,1970,1985,2000,8,261500
3923,27133,2,Cottage,,793,1177,2,1981,,1996,7,247500
3924,27121,3,Town,251,2815,3594,3,1986,,2002,11,897500
3925,27127,2,Farm,,1431,2122,1,1961,,2002,2,200500
3926,27119,2,Farm,197,1810,2031,2,1972,1989,1996,2,407500
3927,27121,1,Bungalow,231,2358,1347,1,1977,,1999,1,370000
3928,27133,2,Cottage,,1379,2101,2,1982,,2000,7,300000
3929,27134,2,Detached,,847,1401,2,1983,,2000,7,181000
3930,27134,2,Cottage,,1651,2210,1,1962,1987,2000,6,276500
3931,27134,2,Cottage,,1444,2279,2,1982,,2002,9,306500
3932,27137,3,Town,,1273,2336,3,1962,,1996,12,331000
3933,27121,3,Detached,288,2351,3688,3,1980,,1995,7,762000
3934,27121,2,Detached,380,2643,3224,3,1989,,2000,8,888500
3935,27131,3,Detached,,1260,2440,3,1970,,2003,1,402000
3936,27133,2,Detached,,1117,1594,2,1964,,2001,5,172500
3937,27137,2,Farm,197,2342,2212,2,1965,1987,2003,1,425500
3938,27115,3,Detached,251,1730,2391,3,1962,,2004,5,467500
3939,27137,2,Farm,302,2390,2656,2,1987,,2000,2,601500
3940,27131,2,Detached,,2435,2493,2,1981,,2001,7,506500
3941,27134,2,Town,,1253,1392,2,1975,,1995,6,234500
3942,27127,1,Bungalow,,1337,919,1,1966,,1996,2,109500
3943,27131,2,Detached,,2384,2580,3,1965,,1999,1,442000
3944,27115,2,Town,290,3180,2562,3,1983,,2002,4,757000
3945,27133,1,Bungalow,,1282,738,1,1987,,1997,11,234500
3946,27119,3,Town,,1355,2686,3,1969,1983,1997,6,436500
3947,27133,2,Town,,1298,1876,2,1976,,2004,10,250500
3948,27134,3,Cottage,,1032,2322,3,1973,,1996,1,311000
3949,27127,1,Bungalow,,1470,1102,1,1966,1986,1998,8,149000
3950,27127,2,Detached,,1171,1939,2,1966,,1999,9,188000
3951,27133,2,Farm,,1223,1757,2,1961,1976,2004,9,195500
3952,27115,3,Detached,215,1985,2500,3,1972,,2002,7,619000
3953,27137,3,Detached,,1769,2671,3,1983,,2000,7,518500
3954,27115,2,Detached,361,3535,3471,2,1960,,1996,4,724500
3955,27137,2,Cottage,,814,1119,2,1978,,1995,3,207000
3956,27131,2,Cottage,290,2337,2571,2,1980,,2001,11,571000
3957,27119,2,Detached,,877,1358,1,1970,,1999,4,209000
3958,27137,3,Detached,199,2033,3645,3,1986,,2004,9,775000
3959,27131,3,Detached,,2105,3946,3,1973,1988,2004,9,715000
3960,27133,1,Bungalow,,1398,1159,1,1971,,2001,12,162500
3961,27131,2,Cottage,198,1720,2381,2,1986,,1998,6,508000
3962,27131,2,Detached,,1495,1745,1,1985,,2000,1,409500
3963,27131,2,Cottage,225,1480,1975,1,1982,,1998,5,380500
3964,27133,1,Bungalow,,658,512,1,1975,,2000,3,76500
3965,27133,2,Farm,,1121,1552,2,1962,1977,1999,2,263000
3966,27119,2,Detached,,2272,2417,1,1978,,1999,10,463000
3967,27137,3,Detached,228,2981,4162,3,1976,,2003,2,765500
3968,27137,3,Town,,2899,4399,3,1988,,1998,7,968000
3969,27119,2,Farm,,1165,1400,1,1984,,2004,9,300000
3970,27137,2,Farm,,1062,1422,2,1966,,1997,6,221500
3971,27115,2,Detached,205,2105,1558,2,1986,,1999,12,510000
3972,27127,2,Detached,,1579,2266,2,1981,,1997,7,276500
3973,27131,3,Town,267,2413,4173,3,1973,,2001,4,676500
3974,27137,1,Bungalow,,1494,785,1,1973,1988,1999,9,219000
3975,27119,2,Detached,,2642,2804,2,1985,,2002,8,622500
3976,27127,1,Bungalow,,1519,1052,1,1986,,2000,5,183000
3977,27137,1,Bungalow,,1543,946,1,1986,,2002,7,258500
3978,27115,3,Detached,,894,1758,3,1970,1985,2000,7,360000
3979,27119,2,Detached,,2825,2900,2,1967,,2000,12,539000
3980,27133,1,Bungalow,376,2655,1473,1,1969,,1996,5,306500
3981,27127,2,Farm,,1304,2242,1,1989,,2002,9,301000
3982,27137,2,Farm,310,2591,2950,2,1974,,2002,5,551500
3983,27121,2,Detached,,808,1248,3,1989,,1997,7,350500
3984,27137,1,Bungalow,231,2163,1411,1,1961,1984,1997,10,311000
3985,27121,2,Detached,195,1932,2645,1,1969,,1995,11,452500
3986,27119,1,Bungalow,,1762,1418,1,1972,,2004,5,289500
3987,27137,1,Bungalow,287,2018,1273,1,1973,,2000,9,272500
3988,27133,2,Cottage,,1310,1410,2,1987,,1996,9,369500
3989,27131,3,Cottage,,1706,4016,3,1972,,1996,11,646000
3990,27137,2,Detached,,990,1460,1,1979,,2001,12,292000
3991,27134,2,Farm,,1221,1928,1,1988,,2000,12,299500
3992,27119,2,Farm,,1326,1382,3,1966,,1995,8,222000
3993,27131,2,Town,,1071,1691,2,1968,,2004,2,265000
3994,27134,2,Cottage,,1289,1551,2,1984,,1996,7,311500
3995,27131,2,Ranch,215,2403,2520,3,1966,1984,2003,7,534500
3996,27133,2,Cottage,,868,1130,3,1969,1985,1997,9,228500
3997,27121,3,Cottage,,1710,2485,3,1986,,2000,2,582500
3998,27127,1,Bungalow,,1330,1040,1,1963,,2003,2,124500
3999,27127,2,Farm,,1186,1656,2,1987,,1995,3,235000
4000,27134,1,Bungalow,,1021,802,1,1969,1988,2003,8,128500
4001,27134,1,Bungalow,,1682,1097,1,1971,,1998,3,192000
4002,27127,2,Cottage,,799,1349,2,1989,,2002,7,196500
4003,27133,2,Ranch,,973,1414,1,1981,,2004,10,200500
4004,27134,1,Bungalow,,1788,1163,1,1989,,2000,3,236500
4005,27121,1,Bungalow,,969,603,1,1965,1978,1996,10,159000
4006,27137,2,Town,,1636,1737,2,1967,,2000,12,303000
4007,27127,2,Farm,,1126,1696,2,1968,,2004,9,177000
4008,27134,2,Farm,,1327,2164,2,1962,1976,2001,6,228000
4009,27137,3,Detached,,1137,2376,3,1980,,1997,12,396000
4010,27133,3,Detached,,962,2191,3,1965,,1999,3,339000
4011,27121,3,Detached,226,3142,4800,3,1989,,1998,6,1173500
4012,27133,2,Cottage,,749,1126,1,1987,,1998,5,242500
4013,27127,2,Farm,,1039,1478,2,1972,,2004,5,171500
4014,27131,2,Detached,192,2412,2456,2,1960,,1996,4,375000
4015,27134,2,Cottage,,1417,2033,1,1969,,2003,2,235500
4016,27131,2,Farm,,1318,1692,2,1982,,1997,1,345000
4017,27134,2,Farm,,1284,1803,2,1977,,2000,4,227000
4018,27133,2,Town,,1294,1907,2,1976,,2002,5,231000
4019,27134,1,Bungalow,,1101,745,1,1976,,1995,1,144000
4020,27133,2,Detached,,963,1229,3,1966,,1999,4,199000
4021,27131,1,Bungalow,,1177,783,1,1979,,2001,7,188000
4022,27115,1,Bungalow,500,4217,1662,1,1981,,1996,9,681000
4023,27119,2,Cottage,,1328,1463,2,1962,1984,1999,7,277500
4024,27121,2,Cottage,,1939,1723,2,1968,,2001,11,367000
4025,27121,3,Detached,220,2182,3989,3,1974,,2003,9,764500
4026,27127,2,Farm,,1307,1868,2,1960,1989,2003,9,214000
4027,27134,2,Detached,,1299,2171,2,1989,,2001,10,346000
4028,27134,2,Farm,,1330,2222,2,1964,,2000,4,224000
4029,27137,2,Detached,,1220,1411,2,1967,1983,1995,7,266500
4030,27131,3,Town,,1845,2810,3,1980,,2002,4,546000
4031,27134,1,Bungalow,,1037,771,1,1971,,2003,6,105500
4032,27134,2,Detached,,1585,2352,1,1971,1986,1996,11,397500
4033,27119,3,Ranch,,1500,2337,3,1963,1989,1996,10,394500
4034,27121,2,Detached,310,3009,2730,2,1967,,1999,10,594000
4035,27131,3,Detached,,2195,3327,3,1985,,1997,5,653000
4036,27115,2,Ranch,197,1478,1864,2,1967,,2003,3,382000
4037,27137,2,Farm,,1064,1450,3,1973,1988,1999,10,294500
4038,27137,2,Ranch,305,2406,2865,2,1979,,2001,6,591500
4039,27119,2,Farm,261,1951,2568,2,1981,,1996,9,491000
4040,27119,1,Bungalow,,2674,1381,1,1978,,1998,10,367000
4041,27137,1,Bungalow,281,2497,1495,1,1968,1982,1996,3,329500
4042,27137,2,Detached,216,1761,2011,2,1980,,2003,5,411000
4043,27133,1,Bungalow,,1392,1164,1,1963,,2003,3,136000
4044,27137,2,Cottage,,1625,1919,3,1974,,1996,8,353500
4045,27137,2,Detached,,758,1047,2,1971,,2001,11,184000
4046,27131,1,Bungalow,,1441,946,1,1976,,1997,6,202500
4047,27119,2,Cottage,,1991,2250,2,1978,,2002,5,477000
4048,27127,2,Farm,,855,1328,1,1985,,1998,5,179500
4049,27115,2,Detached,242,2830,2075,2,1982,,2003,5,609500
4050,27127,2,Detached,,1570,2127,1,1971,,2000,10,225000
4051,27119,2,Farm,,2032,2056,1,1967,,2001,7,348500
4052,27119,2,Town,,1382,1599,2,1969,,2001,10,268000
4053,27131,3,Cottage,,1625,2984,3,1972,,2000,5,510000
4054,27137,1,Bungalow,,1359,679,1,1987,,1995,10,225000
4055,27119,1,Bungalow,,786,506,1,1975,,1997,11,111000
4056,27134,2,Detached,,900,1359,2,1981,,1995,9,238000
4057,27131,3,Detached,,1207,1789,3,1982,,2002,2,377500
4058,27133,2,Town,,790,1162,2,1973,,1997,4,218000
4059,27137,3,Detached,239,1843,3759,3,1975,,1999,3,665000
4060,27137,2,Detached,,1229,1430,2,1967,1983,2000,1,264000
4061,27131,3,Detached,,1827,3195,3,1974,,1996,7,542000
4062,27131,2,Farm,,1070,1499,2,1964,1978,1995,9,248500
4063,27134,2,Farm,204,2267,2742,2,1975,,1998,5,453500
4064,27131,2,Cottage,198,2069,2045,3,1960,,1995,6,289000
4065,27119,2,Town,,923,1374,2,1983,,1997,9,283500
